,X,name,mass,eff,diet,order,family,habitat,fac,loco,genus,name2,mass2,eff2,name3,mass3,speed3
376,376,Phascogale_calura,0.0515,0.596773006,1,Dasyuromorphia,Dasyuridae,2,2,1,Phascogale,NA,NA,NA,Phascogale_calura,NA,NA
377,377,Philander_andersoni,0.325,0.701798276,3,Didelphimorphia,Didelphidae,2,2,1,Philander,Philander_andersoni,0.325,0.73008354,Philander_andersoni,NA,NA
378,378,Pithecia_pithecia,1.3755,0.639029167,2,Primates,Cebidae,2,2,1,Pithecia,Pithecia_pithecia,1.3755,0.651685954,Pithecia_pithecia,NA,NA
379,379,Planigale_maculata,0.011,0.661204467,1,Dasyuromorphia,Dasyuridae,4,3,1,Planigale,Planigale_maculata,0.011,0.605803421,Planigale_maculata,NA,NA
380,380,Pongo_pygmaeus,37,0.861991006,2,Primates,Hominidae,2,2,1,Pongo,Pongo_pygmaeus,37,0.822935356,Pongo_pygmaeus,NA,NA
381,381,Potamochoerus_larvatus,97.5,0.887826656,2,Artiodactyla,Suidae,1,3,3,Potamochoerus,Potamochoerus_larvatus,97.5,0.902916058,Potamochoerus_larvatus,NA,NA
382,382,Potorous_tridactylus,1.1,0.580530916,2,Diprotodontia,Potoroidae,1,3,1,Potorous,Potorous_tridactylus,1.1,0.762016178,Potorous_tridactylus,NA,NA
383,383,Presbytis_hosei,6.5,0.661500166,3,Primates,Cercopithecidae,2,2,1,Presbytis,NA,NA,NA,Presbytis_hosei,NA,NA
384,384,Priodontes_maximus,45.3597,0.752169751,1,Xenarthra,Dasypodidae,1,1,2,Priodontes,Priodontes_maximus,45.3597,0.835438385,Priodontes_maximus,NA,NA
385,385,Prionailurus_rubiginosus,1.3844,0.754499677,1,Carnivora,Felidae,2,3,2,Prionailurus,Prionailurus_rubiginosus,1.35,0.699747014,Prionailurus_rubiginosus,NA,NA
386,386,Prionailurus_viverrinus,9.140333,0.809343272,1,Carnivora,Felidae,2,3,2,Prionailurus,Prionailurus_viverrinus,10.85,0.843815032,Prionailurus_viverrinus,NA,NA
387,387,Prionodon_linsang,0.7,0.720717915,1,Carnivora,Viverridae,2,2,2,Prionodon,Prionodon_linsang,0.7,0.745896348,Prionodon_linsang,NA,NA
388,388,Prionomys_batesi,0.0125,0.612336073,2,Rodentia,Muridae,2,2,1,Prionomys,NA,NA,NA,Prionomys_batesi,NA,NA
389,389,Procapra_gutturosa,27.75,0.843135898,2,Artiodactyla,Bovidae,3,3,3,Procapra,Procapra_gutturosa,27.75,0.85549549,Procapra gutturosa,30,79.04488
390,390,Procavia_capensis,3.03,0.600881958,2,Hyracoidea,Procaviidae,3,3,1,Procavia,Procavia_capensis,3.03,0.631766187,Procavia_capensis,NA,NA
391,391,Procolobus_rufomitratus,8,0.649855305,2,Primates,Cercopithecidae,2,2,1,Procolobus,NA,NA,NA,Procolobus_rufomitratus,NA,NA
392,392,Procyon_cancrivorus,6.9499,0.809151641,1,Carnivora,Procyonidae,2,2,2,Procyon,Procyon_cancrivorus,6.9499,0.802276962,Procyon_cancrivorus,NA,NA
393,393,Procyon_lotor,5.525,0.788716283,1,Carnivora,Procyonidae,2,2,2,Procyon,Procyon_lotor,5.525,0.83621581,Procyon lotor,8.666677197,23.56995282
394,394,Pronolagus_randensis,2.335,0.562456788,2,Lagomorpha,Leporidae,4,3,1,Pronolagus,NA,NA,NA,Pronolagus_randensis,NA,NA
395,395,Propithecus_diadema,7.5,0.687456988,2,Primates,Indridae,2,2,1,Propithecus,NA,NA,NA,Propithecus_diadema,NA,NA
396,396,Proteles_cristatus,10,0.864543431,1,Carnivora,Hyaenidae,4,3,2,Proteles,Proteles_cristatus,10,0.873096785,Proteles_cristatus,NA,NA
397,397,Pseudalopex_griseus,8.28,0.828836742,1,Carnivora,Canidae,4,3,2,Pseudalopex,Pseudalopex_griseus,8.28,0.826079424,Pseudalopex_griseus,NA,NA
398,398,Pseudantechinus_macdonnellensis,0.0325,0.642954816,1,Dasyuromorphia,Dasyuridae,3,1,1,Pseudantechinus,Pseudantechinus_macdonnellensis,0.0325,0.736905474,Pseudantechinus_macdonnellensis,NA,NA
399,399,Pseudocheirus_herbertensis,1.115,0.46261398,2,Diprotodontia,Psuedocheiridae,2,2,1,Pseudocheirus,NA,NA,NA,Pseudocheirus_herbertensis,NA,NA
400,400,Pseudomys_australis,0.065,0.553214045,3,Rodentia,Muridae,3,1,1,Pseudomys,NA,NA,NA,Pseudomys australis,0.050001727,15.91762275
401,401,Pseudomys_hermannsburgensis,0.012,0.599444619,3,Rodentia,Muridae,3,1,1,Pseudomys,NA,NA,NA,Pseudomys_hermannsburgensis,NA,NA
402,402,Pseudomys_nanus,0.034,0.535890379,3,Rodentia,Muridae,3,1,1,Pseudomys,NA,NA,NA,Pseudomys nanus,0.060997905,14.05006298
403,403,Pteromys_volans,0.14375,0.600638992,2,Rodentia,Sciuridae,2,2,1,Pteromys,NA,NA,NA,Pteromys_volans,NA,NA
404,404,Puma_concolor,51.6,0.826279534,1,Carnivora,Felidae,2,3,2,Puma,Puma_concolor,51.6,0.825526811,Puma_concolor,NA,NA
405,405,Pygathrix_nemaeus,8.31,0.721899077,2,Primates,Cercopithecidae,2,2,1,Pygathrix,Pygathrix_nemaeus,8.31,0.82224488,Pygathrix_nemaeus,NA,NA
